audit_id,mapping_id,club_id,entity_id,entity_label,article_date,article_url,source_common_name,source_locations,matched_all_names,sample_rank,query_method,retrieved_at,reviewer,is_true_club_match,exclusion_reason,reviewed_at,review_basis,source_gkg_record_id,source_archive_timestamp
b2c54fed-85d3-5da1-908b-d49409cd6ce0,ANA-current,ANA,Q192751,Anaheim Ducks,2026-02-04,https://newstalkkit.com/ixp/432/p/gauthier-ducks-beat-kraken/,newstalkkit.com,"3#Anaheim, California, United States#US#USCA#CA059#33.8353#-117.915#1652663#7;3#Anaheim, California, United States#US#USCA#CA059#33.8353#-117.915#1652663#91;3#Anaheim, California, United States#US#USCA#CA059#33.8353#-117.915#1652663#478;3#Anaheim, California, United States#US#USCA#CA059#33.8353#-117.915#1652663#775;3#Anaheim, California, United States#US#USCA#CA059#33.8353#-117.915#1652663#1272;3#Anaheim, California, United States#US#USCA#CA059#33.8353#-117.915#1652663#1900;3#Los Angeles, California, United States#US#USCA#CA037#34.0522#-118.244#1662328#2172","Cutter Gauthier,48;Anaheim Ducks,92;Seattle Kraken,120;Alex Killorn,274;Ross Johnston,292;Pacific Division,526;Mason Marchment,711;Jordan Eberle,837;Jared McCann,861;Shane Wright,1011;Chandler Stephenson,1120;Jackson LaCombe,1258;Philipp Grubauer,1514;San Jose,2120;Los Angeles,2215;Edmonton Oilers,2331;Duck Cutter Gauthier,2410;Philipp Grubauer,2442",1,gkg_allnames_exact_validity_aware,2026-08-03T20:42:18Z,Codex manual review,true,,2026-08-03,URL path and GKG AllNames context establish an article-context reference to the registered NHL club,,
1907f94f-bf45-5a2e-9a00-991b402af152,ANA-current,ANA,Q192751,Anaheim Ducks,2026-02-01,https://www.floydct.com/online_features/press_releases/national-inventors-hall-of-fame-announces-wi-fi-and-spanx-innovators-among-2026-class/article_1b509a67-1afc-58f5-b083-989cb286e615.html,floydct.com,"2#California, United States#US#USCA##36.17#-119.746#CA#7759;2#California, United States#US#USCA##36.17#-119.746#CA#7827;4#Alexandria, Al Iskandariyah, Egypt#EG#EG06#61590#31.1981#29.9192#-290263#6477;2#Ohio, United States#US#USOH##40.3736#-82.7755#OH#98;2#Ohio, United States#US#USOH##40.3736#-82.7755#OH#4064;2#New York, United States#US#USNY##42.1497#-74.9384#NY#6132;3#North Canton, Ohio, United States#US#USOH#OH151#40.8759#-81.4023#1065163#76;3#Washington, Washington, United States#US#USDC#DC001#38.8951#-77.0364#531871#6704;2#Virginia, United States#US#USVA##37.768#-78.2057#VA#6495;3#Anaheim, California, United States#US#USCA#CA059#33.8353#-117.915#1652663#7580;1#America#US#US##39.828175#-98.5795#US#549;1#America#US#US##39.828175#-98.5795#US#8009;1#American#US#US##39.828175#-98.5795#US#528;1#American#US#US##39.828175#-98.5795#US#1344;1#American#US#US##39.828175#-98.5795#US#6058;1#American#US#US##39.828175#-98.5795#US#8361;1#United States#US#US##39.828175#-98.5795#US#91;1#United States#US#US##39.828175#-98.5795#US#338;1#United States#US#US##39.828175#-98.5795#US#6719;1#United States#US#US##39.828175#-98.5795#US#7595;1#United States#US#US##39.828175#-98.5795#US#8189","Honoree Contributions,22;Society Are Centerpiece,49;National Inventors Hall,285;United States Patent,360;Trademark Office,381;Greatest Celebration,552;Innovation Agency,603;National Inventors Hall,789;Under Secretary,993;Intellectual Property,1031;Michael Morykwas,1514;Vacuum Assisted,1532;Michael Morykwas,1596;Vacuum Assisted Closure,1632;Gebisa Ejeta,2391;Atheros Communications,2919;Henry Samueli,3165;Broadcom Inc,3352;Rubber-to-Metal Adhesive System,3769;Donald Alstadt,3809;Railroad Passenger Car Improvements,4179;Semiconductor Memory Technology,4594;Cable Ties,5020;Maurus Logan,5070;Irving Porush,5412;Charles Thiel,5430;Metered Dose Inhaler,5453;Irving Porush,5511;Charles Thiel,5529;Lightweight Convector Radiator,5851;Reuben Trane,5901;Greatest Celebration,6358;American Innovation,6381;New York Times,6458;Illumination Ceremony,6736;National Inventors Hall,6767;Fame Museum,6782;Inventors Hall,6987;Fame Induction Ceremony,7014;National Inventors Hall,7289;Monica Jones,7485;Chief Executive Officer,7514;National Inventors Hall,7545;Inventors Hall,7849;Fame Induction Ceremony,7876;Young Inventors Fund,7949;Anaheim Ducks,7966;Fossum Family Young Inventors Fund,8004;Parker Lord,8040;Samueli Foundation,8099;Irvine Samueli School,8163;Los Angeles Samueli,8235;National Inventors Hall,8302;National Inventors Hall,8339;United States Patent,8600;Trademark Office,8621;Inventors Hall,9189;Inventors Hall,9267",2,gkg_allnames_exact_validity_aware,2026-08-03T20:42:18Z,Codex manual review,true,,2026-08-03,URL path and GKG AllNames context establish an article-context reference to the registered NHL club,,
4a012e8d-32b6-5ec2-b38c-aa3b37eb4d1e,ANA-current,ANA,Q192751,Anaheim Ducks,2025-05-03,https://www.yardbarker.com/nhl/articles/anaheim_ducks_begin_interviewing_head_coaches/s1_17076_42136048,yardbarker.com,,"Anaheim Ducks,18;Hockey News,91;Anaheim Ducks,108;Anaheim Ducks,494;Mike Sullivan,942;Mike Sullivan,1019;Pittsburgh Penguins,1102",3,gkg_allnames_exact_validity_aware,2026-08-03T20:42:18Z,Codex manual review,true,,2026-08-03,URL path and GKG AllNames context establish an article-context reference to the registered NHL club,,
4d50d832-c0c4-5b1c-ba80-639754874469,ANA-current,ANA,Q192751,Anaheim Ducks,2026-03-07,http://www.cambodiantimes.com/news/278907690/hot-hurricanes-intent-on-dousing-cold-flames,cambodiantimes.com,"4#Ottawa, Ontario, Canada#CA#CA08#12755#45.4167#-75.7#-570760#2538;1#Canada#CA#CA##60#-96#CA#133;1#Canada#CA#CA##60#-96#CA#2546;2#Utah, United States#US#USUT##40.1135#-111.854#UT#2056;2#Colorado, United States#US#USCO##39.0646#-105.327#CO#1765","Perry Nelson-Imagn Images,45;Eastern Conference-leading Carolina Hurricanes,100;Western Canada,141;Calgary Flames,182;Vancouver Canucks,329;Edmonton Oilers,384;Jackson Blake,538;Jalen Chatfield,1098;Shayne Gostisbehere,1325;Rod Brind'Amour,1522;Nazem Kadri,1893;Colorado Avalanche,1919;Victor Olofsson,1947;Anaheim Ducks,2110;MacKenzie Weegar,2201;Utah Mammoth,2221;Olli Maatta,2286;Craig Conroy,2464;Ottawa Senators,2752;Field Level,3299",4,gkg_allnames_exact_validity_aware,2026-08-03T20:42:18Z,Codex manual review,true,,2026-08-03,URL path and GKG AllNames context establish an article-context reference to the registered NHL club,,
70868b62-cfdd-5b8c-9063-5130e0fa50f2,ANA-current,ANA,Q192751,Anaheim Ducks,2024-12-10,https://infotel.ca/newsitem/hkn-ducks-canadiens/cp1870050884,infotel.ca,"3#Washington, Washington, United States#US#USDC#DC001#38.8951#-77.0364#531871#878;4#Montreal, Quebec, Canada#CA#CA10#12713#45.5#-73.5833#-569541#82;4#Montreal, Quebec, Canada#CA#CA10#12713#45.5#-73.5833#-569541#220;4#Montreal, Quebec, Canada#CA#CA10#12713#45.5#-73.5833#-569541#288;4#Montreal, Quebec, Canada#CA#CA10#12713#45.5#-73.5833#-569541#426;4#Montreal, Quebec, Canada#CA#CA10#12713#45.5#-73.5833#-569541#507;4#Montreal, Quebec, Canada#CA#CA10#12713#45.5#-73.5833#-569541#593;4#Montreal, Quebec, Canada#CA#CA10#12713#45.5#-73.5833#-569541#746;4#Montreal, Quebec, Canada#CA#CA10#12713#45.5#-73.5833#-569541#1818;4#Montreal, Quebec, Canada#CA#CA10#12713#45.5#-73.5833#-569541#2493;1#Canadian#CA#CA##60#-96#CA#255;1#Canadian#CA#CA##60#-96#CA#461;1#Canadian#CA#CA##60#-96#CA#2648","Canadien Patrik Laine,126;Anaheim Ducks,160;Lukas Dostal,184;Christinne Muschi,309;Montreal Canadien Patrik Laine,342;Anaheim Ducks,376;Lukas Dostal,400;Montreal Canadiens,646;Anaheim Ducks,685;Kirby Dach,739;Washington Capitals,941;Lukas Dostal,1440;New York Rangers,1602;Urho Vaakanainen,1655;Cam Fowler,1747;Juraj Slafkovsky,2103;Lane Hutson,2388;Chris Chelios,2542;Glen Harmon,2558;Ottawa Senators,2644;Pittsburgh Penguins,2701;Canadian Press,2749",5,gkg_allnames_exact_validity_aware,2026-08-03T20:42:18Z,Codex manual review,true,,2026-08-03,URL path and GKG AllNames context establish an article-context reference to the registered NHL club,,
59009e59-64f2-5672-aab4-d43f95727903,ARI-2023-24,ARI,Q206312,Arizona Coyotes,2024-01-01,https://www.nhl.com/news/world-junior-championship-quarterfinals-preview,nhl.com,"1#Sweden#SW#SW##62#15#SW#1024;1#Sweden#SW#SW##62#15#SW#2422;1#Sweden#SW#SW##62#15#SW#4150;1#Sweden#SW#SW##62#15#SW#4190;1#Sweden#SW#SW##62#15#SW#4876;1#Switzerland#SZ#SZ##47#8#SZ#4166;1#Switzerland#SZ#SZ##47#8#SZ#4806;1#Switzerland#SZ#SZ##47#8#SZ#5047;1#United States#US#US##39.828175#-98.5795#US#342;1#United States#US#US##39.828175#-98.5795#US#2946;4#Quebec, Quebec, Canada#CA#CA10#12750#47.5#-72#-571850#2216;4#Kraken, Vasterbotten, Sweden#SW#SW23#26212#63.4833#19.7333#-2496151#2414;1#Finland#FI#FI##64#26#FI#210;1#Finland#FI#FI##64#26#FI#958;1#Finland#FI#FI##64#26#FI#1247;1#Finland#FI#FI##64#26#FI#1332;1#Finland#FI#FI##64#26#FI#4282;1#Latvia#LG#LG##57#25#LG#2957;1#Latvia#LG#LG##57#25#LG#3949;1#Canada#CA#CA##60#-96#CA#1353;1#Canada#CA#CA##60#-96#CA#1389;1#Canada#CA#CA##60#-96#CA#1859;1#Canada#CA#CA##60#-96#CA#2004;1#Canada#CA#CA##60#-96#CA#2224;1#Canada#CA#CA##60#-96#CA#2610;1#Czechia#EZ#EZ##49.75#15#EZ#1365;1#Czechia#EZ#EZ##49.75#15#EZ#2532;1#Czechia#EZ#EZ##49.75#15#EZ#2729;1#Germany#GM#GM##51.5#10.5#GM#1682","Junior Championship,34;World Juniors,281;United States,363;Ivan Fenes,436;Adam Gajan,475;Chicago Blackhawks,497;Servac Petrovsky,782;Minnesota Wild,800;Noa Vali,1175;Niklas Kokko,1324;Carolina Hurricanes,1347;Kasper Halttunen,1368;San Jose Sharks,1387;Connor Bedard,1665;Macklin Celebrini,1740;Matthew Poitras,2139;Boston Bruins,2156;Montreal Canadiens,2354;Jordan Dumais,2467;Columbus Blue Jackets,2492;Quebec Maritimes Junior Hockey League,2558;Jagger Firkus,2722;Seattle Kraken,2740;Buffalo Sabres,3000;Michael Hrabal,3137;Arizona Coyotes,3156;Columbus Blue Jackets,3532;Isaac Howard,3647;Tampa Bay Lightning,3670;Frank Nazar,3689;Chicago Blackhawks,3711;Jimmy Snuggerud,3849;Louis Blues,3868;Rutger McGroarty,4023;Winnipeg Jets,4040;Cutter Gauthier,4079;Philadelphia Flyers,4102;David Carle,4248;Florida Panthers,4567;Filip Bystedt,4900;San Jose Sharks,4919",1,gkg_allnames_exact_validity_aware,2026-08-03T20:42:18Z,Codex manual review,true,,2026-08-03,URL path and GKG AllNames context establish an article-context reference to the registered NHL club,,
1ac58c47-34e2-5131-9ce4-ac1e64f4a71c,ARI-2023-24,ARI,Q206312,Arizona Coyotes,2024-04-04,https://www.nsnews.com/highlights/i-watched-this-game-quinn-hughes-captains-canucks-past-coyotes-8550721,nsnews.com,"3#Sonoran Desert, Arizona, United States#US#USAZ#AZ013#32.9167#-112.667#42810#8328;1#United Kingdom#UK#UK##54#-4#UK#3383;2#Arizona, United States#US#USAZ##33.7712#-111.388#AZ#11;2#Arizona, United States#US#USAZ##33.7712#-111.388#AZ#777","Arizona Coyotes,20;Nashville Predators,142;Eastern Conference-leading New York Rangers,245;Columbus Blue,415;Rick Tocchet,534;Arturs Silovs,1645;Conor Garland,2870;Pius Suter,3399;United Kingdom,3606;Juwanna Mann,4825;Quinn Hughes,5160;Connor Ingram,5193;Conor Garland,5214;Dakota Joshua,5707;Conor Garland,5748;Elias Pettersson,5810;Brock Boeser,5832;Tyler Myers,6054;Dylan Guenther,6134;Elias Pettersson,6342;Michael Kesselring,7139;Brock Boeser,7859;Teddy Blueger,7943;Sir Mix-A-Lot,8122;Alex Kerfoot,8338;Nikita Zadorov,8368;Quinn Hughes,8564;Sonoran Desert,8872;Conor Garland,8987;Edmonton Oilers,9135;Vegas Golden,9304;Golden Knights,9380",2,gkg_allnames_exact_validity_aware,2026-08-03T20:42:18Z,Codex manual review,true,,2026-08-03,URL path and GKG AllNames context establish an article-context reference to the registered NHL club,,
34c8cace-e039-5a99-a930-622432daecdf,ARI-2023-24,ARI,Q206312,Arizona Coyotes,2024-06-21,https://www.denverpost.com/2024/06/20/avalanche-preseason-schedule-utah-dallas/,denverpost.com,"3#West Valley City, Utah, United States#US#USUT#UT035#40.6916#-112.001#1437843#662;3#Salt Lake City, Utah, United States#US#USUT#UT035#40.7608#-111.891#1454997#397;3#Salt Lake City, Utah, United States#US#USUT#UT035#40.7608#-111.891#1454997#714;2#Utah, United States#US#USUT##40.1135#-111.854#UT#41;2#Utah, United States#US#USUT##40.1135#-111.854#UT#269;2#Utah, United States#US#USUT##40.1135#-111.854#UT#332;2#Utah, United States#US#USUT##40.1135#-111.854#UT#447;2#Utah, United States#US#USUT##40.1135#-111.854#UT#573;2#Utah, United States#US#USUT##40.1135#-111.854#UT#756;2#Utah, United States#US#USUT##40.1135#-111.854#UT#811;2#Utah, United States#US#USUT##40.1135#-111.854#UT#967;2#Colorado, United States#US#USCO##39.0646#-105.327#CO#12;2#Colorado, United States#US#USCO##39.0646#-105.327#CO#145;2#Colorado, United States#US#USCO##39.0646#-105.327#CO#893;2#Arizona, United States#US#USAZ##33.7712#-111.388#AZ#355;3#Dallas, Texas, United States#US#USTX#TX113#32.7831#-96.8067#1380944#282;3#Dallas, Texas, United States#US#USTX#TX113#32.7831#-96.8067#1380944#936","Colorado Avalanche,23;Dallas Stars,299;Vegas Golden,316;Arizona Coyotes,364;Salt Lake,396;Utah Hockey Club,448;Maverik Center,651;West Valley City,671;Salt Lake,706;Utah Grizzlies,749;Delta Center,843;Ball Arena,996",3,gkg_allnames_exact_validity_aware,2026-08-03T20:42:18Z,Codex manual review,true,,2026-08-03,URL path and GKG AllNames context establish an article-context reference to the registered NHL club,,
53abea1e-1c7a-55a0-b30f-343df9a6b86b,ARI-2023-24,ARI,Q206312,Arizona Coyotes,2023-12-14,https://www.nhl.com/news/on-campus-macklin-celebrini-tops-ncaa-players-to-watch-at-2024-wjc,nhl.com,"1#Sweden#SW#SW##62#15#SW#81;1#Sweden#SW#SW##62#15#SW#90;1#Sweden#SW#SW##62#15#SW#4734;1#United States#US#US##39.828175#-98.5795#US#234;1#United States#US#US##39.828175#-98.5795#US#685;1#United States#US#US##39.828175#-98.5795#US#914;1#United States#US#US##39.828175#-98.5795#US#1193;1#United States#US#US##39.828175#-98.5795#US#1247;1#United States#US#US##39.828175#-98.5795#US#1545;1#United States#US#US##39.828175#-98.5795#US#1942;1#United States#US#US##39.828175#-98.5795#US#2115;1#United States#US#US##39.828175#-98.5795#US#2351;1#United States#US#US##39.828175#-98.5795#US#2623;1#United States#US#US##39.828175#-98.5795#US#2856;1#United States#US#US##39.828175#-98.5795#US#2917;1#United States#US#US##39.828175#-98.5795#US#3649;1#United States#US#US##39.828175#-98.5795#US#3762;1#United States#US#US##39.828175#-98.5795#US#3972;1#United States#US#US##39.828175#-98.5795#US#4072;1#United States#US#US##39.828175#-98.5795#US#4783;3#University Of Massachusetts, Massachusetts, United States#US#USMA#MA015#42.389#-72.5287#601175#2608;4#Gothenburg, Vastra Gotalands Lan, Sweden#SW#SW28#26247#57.7167#11.9667#-2482986#73;2#Arizona, United States#US#USAZ##33.7712#-111.388#AZ#2771;1#Czechia#EZ#EZ##49.75#15#EZ#2434;1#Czechia#EZ#EZ##49.75#15#EZ#2646;3#Boston University, Massachusetts, United States#US#USMA#MA025#42.334#-71.1048#1971024#899;3#Boston University, Massachusetts, United States#US#USMA#MA025#42.334#-71.1048#1971024#2902;3#Boston University, Massachusetts, United States#US#USMA#MA025#42.334#-71.1048#1971024#4768;1#Latvia#LG#LG##57#25#LG#3301;2#Michigan, United States#US#USMI##43.3504#-84.5603#MI#615;2#Michigan, United States#US#USMI##43.3504#-84.5603#MI#1430;2#Michigan, United States#US#USMI##43.3504#-84.5603#MI#4464;3#Boston College, Massachusetts, United States#US#USMA#MA017#42.3357#-71.1712#600858#2100;3#Boston College, Massachusetts, United States#US#USMA#MA017#42.3357#-71.1712#600858#3747;3#Philadelphia, Pennsylvania, United States#US#USPA#PA101#39.9523#-75.1638#1209052#2336;2#Massachusetts, United States#US#USMA##42.2373#-71.5314#MA#2608;2#Massachusetts, United States#US#USMA##42.2373#-71.5314#MA#3533;3#Detroit, Michigan, United States#US#USMI#MI163#42.3314#-83.0458#1617959#1530;1#Canada#CA#CA##60#-96#CA#451;1#Canada#CA#CA##60#-96#CA#653;1#Canada#CA#CA##60#-96#CA#994;1#Canada#CA#CA##60#-96#CA#1209;1#Canada#CA#CA##60#-96#CA#1644;1#Canadian#CA#CA##60#-96#CA#491","Junior Championship,57;United States,249;Canadian Hockey League,523;United States,709;Columbus Blue Jackets,784;Boston University,928;Macklin Celebrini,963;United States,1211;United States,1271;Michigan State,1489;Detroit Red Wings,1612;United States,2031;Boston College,2215;Philadelphia Flyers,2487;Arizona Coyotes,2956;Boston University,3094;Hockey East,3311;Hobey Baker Award,3401;Montreal Canadiens,3468;Boston Bruins,3852;Boston College,4046;New York Rangers,4189;United States,4387;Louis Blues,4683;Michigan State,4841;Buffalo Sabres,5038;Boston University,5173;Vancouver Canucks,5341",4,gkg_allnames_exact_validity_aware,2026-08-03T20:42:18Z,Codex manual review,true,,2026-08-03,URL path and GKG AllNames context establish an article-context reference to the registered NHL club,,
6ca0e672-6f42-565c-ac97-b541787ef280,ARI-2023-24,ARI,Q206312,Arizona Coyotes,2024-05-31,https://www.startribune.com/facing-insurmountable-odds-the-timberwolves-finally-fell-apart-vs-dallas/600369908/,startribune.com,"1#American#US#US##39.828175#-98.5795#US#898;2#Arizona, United States#US#USAZ##33.7712#-111.388#AZ#1051;2#Arizona, United States#US#USAZ##33.7712#-111.388#AZ#1211;3#Dallas, Texas, United States#US#USTX#TX113#32.7831#-96.8067#1380944#213;3#Dallas, Texas, United States#US#USTX#TX113#32.7831#-96.8067#1380944#674;3#Dallas, Texas, United States#US#USTX#TX113#32.7831#-96.8067#1380944#2168;3#Dallas, Texas, United States#US#USTX#TX113#32.7831#-96.8067#1380944#2644;3#Dallas, Texas, United States#US#USTX#TX113#32.7831#-96.8067#1380944#3055;3#Dallas, Texas, United States#US#USTX#TX113#32.7831#-96.8067#1380944#4161;3#Chicago, Illinois, United States#US#USIL#IL031#41.85#-87.6501#423587#1458;3#North Loop, Texas, United States#US#USTX#TX029#29.528#-98.4595#1342773#6425;3#Boston, Massachusetts, United States#US#USMA#MA025#42.3584#-71.0598#617565#460;3#Boston, Massachusetts, United States#US#USMA#MA025#42.3584#-71.0598#617565#1978;3#Boston, Massachusetts, United States#US#USMA#MA025#42.3584#-71.0598#617565#5898;2#Utah, United States#US#USUT##40.1135#-111.854#UT#1074;3#Miami, Florida, United States#US#USFL#FL086#25.7743#-80.1937#295004#395;3#Miami, Florida, United States#US#USFL#FL086#25.7743#-80.1937#295004#1367;2#Minnesota, United States#US#USMN##45.7326#-93.9196#MN#1099;2#Minnesota, United States#US#USMN##45.7326#-93.9196#MN#1496;3#Phoenix, Arizona, United States#US#USAZ#AZ013#33.4484#-112.074#44784#1153;2#New York, United States#US#USNY##42.1497#-74.9384#NY#1348","Western Conference,274;Target Center,298;Eastern Conference,356;North American,878;Major League Baseball,944;Arizona Coyotes,1050;Arizona Diamondbacks,1214;World Series,1239;Red Wings,1260;Stanley Cup,1280;New York,1342;Miami Heat,1364;World Series,1427;Minnesota Lynx,1473;Jason Kidd,1798;Kyrie Irving,2017;Karl-Anthony Towns,2073;Anthony Edwards,2093;Chris Finch,2345;Jaden McDaniels,2737;Kyrie Irving,2753;Mike Conley,3715;Mike Conley,3772;Dereck Lively,4077;Jason Kidd,4174;Rapper Snoop Dogg,4716;Jimmy Jam Harris,4765;Kevin Garnett,5123;Target Center,5299;Young Wolves',5392;Famer Garnett,5446;Michael Jordan,5636;Kobe Bryant,5773;LeBron James,5791;Matt Barnes,6082;Ernie Johnson,6426;North Loop,6502;Western Conference,6587",5,gkg_allnames_exact_validity_aware,2026-08-03T20:42:18Z,Codex manual review,true,,2026-08-03,URL path and GKG AllNames context establish an article-context reference to the registered NHL club,,
